Nombre de la evaluación,Componente ambiental,matriz,Nombre del punto,Este,Norte,Zona,Datum,Altitud,Descripción de ubicación,Tipo de muestra,Norma de comparación,Parámetros que incumplen la norma,FECHA,Aluminio,Antimonio,Arsénico,Bario,Berilio,Bismuto,Boro,Cadmio,Calcio,Cerio,Cianuro libre,Cobalto,Cobre,Cromo,Cromo Hexavalente,Estaño,Estroncio,Fósforo,Hidrocarburos totales de petróleo (C10-C28),Hidrocarburos totales de petróleo (C28-C40),Hidrocarburos totales de petróleo (C5-C10),Hierro,Litio,Magnesio,Manganeso,Mercurio,Molibdeno,Níquel,Plata,Plomo,Potasio,Selenio,Sodio,Talio,Titanio,Torio,Uranio,Vanadio,Wolframio,Zinc
Chontayacu,Suelo,Identificación de suelos,SUE-Chon6,314202,9047254,18 Sur,WGS84,1497,"Punto ubicado a las afueras del caserío Santa Rosa de Oso,  accediendo a través de un camino que parte de la carretera. Aproximadamente a 70 m de la carretera y a 10 m del río Chontayacu, en su margen izquierda.",Simple,ECA suelo 2013,Cd,5/29/17,15828,<0.0017,7.6,214,0.003,0.8045,1.23,4.669,5265,21.96,,12.5,24,14,<0.1,<0.01,24.5,704,,,,27463,16.9,6030,657,0.07,<0.003,13.7,<0.006,32.8,4956,0.011,73,0.0005,406,0.0613,0.2132,38,0.2905,110
Chontayacu,Suelo,Identificación de suelos,SUE-Chon7,314883,9048069,18 Sur,WGS84,1534,"Aproximadamente a 60 metros del río Esperanza  ubicada en la margen derecha a 30 m de la carretera y a 70 m del río Chontayacu, en su margen izquierda.",Simple,ECA suelo 2013,Cd,5/29/17,23730,<0.0017,<0.40,206,0.004,0.3912,2.57,3.247,3778,20.67,,7.26,19,12,<0.1,<0.01,43,992,,,,20538,11.4,3886,678,<0.03,0.007,7.78,<0.006,9.8,2499,0.01,74,0.0004,433,0.0714,0.006,35,0.1385,64.4
Chontayacu,Suelo,Identificación de suelos,SUE-Chon8,316985,9048578,18 Sur,WGS84,1380,"Punto ubicado en una chacra  en el caserío Santillán, en la margen izquierda del río Aragán, a 30 m de la carretera y a 15 m del río Chontayacu, en su margen izquierda.",Simple,ECA suelo 2013,Cd,5/29/17,27770,1.086,<0.40,155,<0.001,0.4167,1.1,6.256,1707,30.54,,23.5,36,51,<0.1,<0.01,18.2,598,,,,39726,10.3,9259,488,<0.03,<0.003,28,<0.006,9.33,5728,0.019,55,0.0007,1162,0.004,0.3151,77,0.1328,66.2
Chontayacu,Suelo,Identificación de suelos,SUE-Chon9,317760,9048781,18 Sur,WGS84,1359,"Punto ubicado en una chacra en el caserío Santillán,  cerca de la casa de la Sra. María Maslucán Mejía, a 70 m de la carretera y a 10 m del río Chontayacu, en su margen izquierda.",Simple,ECA suelo 2013,Cd,5/30/17,20612,<0.0017,2.4,107,0.003,<0.0008,2.6,4.464,2485,32.89,,13.7,26,35,<0.1,<0.01,24.5,501,,,,29847,6.99,7108,410,<0.03,<0.003,22.7,<0.006,6.11,5364,0.011,42,0.0004,785,0.0842,0.2266,46,0.1766,56.4
Chontayacu,Suelo,Identificación de suelos,SUE-Chon10,317979,9048787,18 Sur,WGS84,1371,"Punto ubicado en  una chacra en el caserío Santillán, frente a la casa del Sr. Gregorio Hermenes Correa, en el lado opuesto de la carretera, a 10 m de la carretera y 80 m del río Chontayacu.",Simple,ECA suelo 2013,Cd,5/30/17,17399,<0.0017,<0.40,95.3,0.004,0.2031,1.69,2.543,2289,26.81,,5.9,8.2,14,<0.1,<0.01,29.1,503,,,,16227,6,3357,419,<0.03,0.003,6.67,<0.006,7.92,998,<0.004,43,0.0003,346,0.0612,0.0033,29,0.0857,44.6
Chontayacu,Suelo,Identificación de suelos,SUE-Chon11,318129,9048676,18 Sur,WGS84,1369,"Punto ubicado en el caserío Santillán, cerca de la casa de Henós Jara Villaorduña, a 60 m de la carretera y a 20 m del río Chontayacu, en su margen izquierda.",Simple,ECA suelo 2013,Cd,5/30/17,15194,<0.0017,1,102,<0.001,<0.0008,2.18,3.108,2316,27.54,,7.77,9.7,12,<0.1,<0.01,25.1,485,,,,20092,9.54,4779,333,<0.03,<0.003,6.51,<0.006,4.19,1522,<0.004,56,0.0002,938,0.071,0.0066,32,0.0915,44.6
Chontayacu,Suelo,Identificación de suelos,SUE-Chon12,320987,9047064,18 Sur,WGS84,1267,"Punto ubicado en una chacra en el caserío Cocalito, a 20 m del río Yanajanca, afluente por la margen derecha del río Chontayacu.",Simple,ECA suelo 2013,Cd,5/31/17,17562,<0.0017,9.7,141,0.003,0.3891,1.87,3.089,2359,23.46,,5.78,20,12,<0.1,<0.01,27.8,669,,,,19714,10.4,2960,384,<0.03,0.517,8,<0.006,8.7,1698,0.01,58,0.0003,486,0.0033,0.006,28,0.0459,52.8
Chontayacu,Suelo,Identificación de suelos,SUE-Chon13,321412,9047643,18 Sur,WGS84,1258,"Punto ubicado en una chacra localizada tras la casa del Sr. Gabino Pimentel Flores, aproximadamente a 60 m de la carretera y a 10 m del río Chontayacu, en su margen izquierda.",Simple,ECA suelo 2013,Cd,5/30/17,14945,1.155,<0.40,173,<0.001,<0.0008,1.96,2.7,2871,22.31,,5.54,5.4,2.8,<0.1,<0.01,29.1,642,,,,17930,10.6,4280,429,<0.03,<0.003,1.68,<0.006,3.79,2646,<0.004,58,<0.0002,1015,0.0807,0.0044,23,0.0659,56.2
Chontayacu,Suelo,Identificación de suelos,SUE-Chon14,321493,9047530,18 Sur,WGS84,1236,"Punto ubicado  en una chacra cerca de huaro en el caserío Cocalito, aproximadamente a 60 m de la carretera y a 10 m del río Chontayacu, en su margen izquierda.",Simple,ECA suelo 2013,Cd,5/30/17,20754,0.8891,<0.40,193,<0.001,<0.0008,1.95,3.717,2535,36.23,,8.01,11,6,<0.1,<0.01,29.4,635,,,,23779,12.6,4464,542,0.06,0.21,5.07,<0.006,6.75,2285,0.013,71,0.0003,1105,<0.0001,0.188,31,0.0433,58.7
Chontayacu,Suelo,Identificación de suelos,SUE-Chon15,322578,9047312,18 Sur,WGS84,1229,"Punto ubicado en una chacra en las afueras del caserío Nueva Galilea, aproximadamente 40 m de la carretera y a 40 m del río Chontayacu, en su margen izquierda",Simple,ECA suelo 2013,Cd,5/30/17,28284,<0.0017,<0.40,151,0.005,<0.0008,1.64,3.133,3256,37.42,,6.58,6.7,6.2,<0.1,<0.01,52.6,601,,,,20851,11.1,3378,531,0.11,<0.003,2.37,<0.006,7.4,1158,<0.004,48,0.0003,795,0.0045,0.0072,33,0.0663,57.5
Chontayacu,Suelo,Identificación de suelos,SUE-Chon16,323336,9047401,18 Sur,WGS84,1180,"Punto ubicado en un pastizal localizado en el caserío Nueva Galilea, aproximadamente a 30 m de la carretera de ingreso a dicho caserío y a 30 m del río Chontayacu, en su margen izquierda.",Simple,ECA suelo 2013,Cd,5/30/17,16774,<0.0017,<0.40,132,<0.001,<0.0008,1.41,2.441,1821,42.71,,4.54,4.3,3.7,<0.1,<0.01,20.6,479,,,,16308,7.19,2806,399,<0.03,<0.003,2.2,<0.006,5.66,1397,<0.004,69,<0.0002,787,0.0033,0.0037,24,0.078,39.7
Chontayacu,Suelo,Identificación de suelos,SUE-Chon17,323473,9047202,18 Sur,WGS84,1184,"Punto ubicado en un pastizal localizado en el caserío Nueva Galilea, al costado de una cancha de fútbol, aproximadamente a 70 m de la carretera de ingreso al caserío y a 50 m del río Chontayacu, en su margen izquierda.",Simple,ECA suelo 2013,Cd,5/30/17,17690,<0.0017,<0.40,123,0.002,<0.0008,0.923,2.096,1339,52.73,,4.25,4.2,3.3,<0.1,<0.01,17.4,458,,,,13895,6.74,2626,352,<0.03,<0.003,1.93,<0.006,5.35,1413,0.006,50,0.2233,756,0.0042,0.0014,20,0.0669,36.4
Chontayacu,Suelo,Identificación de suelos,SUE-Chon18,323829,9047138,18 Sur,WGS84,1172,"Punto ubicado en un pastizal localizado por detrás de la casa de la Sra. Carmen Espinoza Rodríguez, en el caserío Nueva Galilea, aproximadamente a 60 m de la carretera y a 40 m del río Chontayacu, en su margen izquierda.",Simple,ECA suelo 2013,Cd,5/30/17,12708,<0.0017,<0.40,116,<0.001,0.2836,0.767,2.278,1458,35.35,,3.86,2.9,2.5,<0.1,<0.01,16.6,425,,,,15963,5.29,2160,282,<0.03,<0.003,1.75,<0.006,4.3,1241,<0.004,65,<0.0002,692,0.0005,0.0032,25,0.143,32.9
Chontayacu,Suelo,Identificación de suelos,SUE-Chon19,324507,9047471,18 Sur,WGS84,1128,"Punto ubicado en una chacra localizada por detrás de la casa de la Sra. Domitila Claudi Huayanas, entre los caseríos Nueva Galilea y Nueva Unión de Santa Ana, aproximadamente a 80 m de la carretera y a 15 m del río Chontayacu, en su margen izquierda.",Simple,ECA suelo 2013,Cd,5/31/17,21572,<0.0017,<0.40,187,0.003,<0.0008,0.956,2.801,1853,48.6,,5.06,5.8,2.7,<0.1,<0.01,23.9,596,,,,18644,9.68,3389,523,<0.03,0.057,1.72,<0.006,5.43,2055,<0.004,43,<0.0002,928,0.0061,0.0008,23,0.1613,58.4
Chontayacu,Suelo,Identificación de suelos,SUE-Chon20,326386,9048764,18 Sur,WGS84,1042,"Punto ubicado en una chacra cercana al huaro del caserío en Nueva Unión de Santa Ana, aproximadamente aproximadamente a 60 m de la carretera y a 40  del río Chontayacu, en su margen izquierda.",Simple,ECA suelo 2013,Cd,5/31/17,16248,<0.0017,<0.40,139,0.002,<0.0008,1.01,2.131,2129,41.51,,4.25,3.5,4.6,<0.1,<0.01,22.7,487,,,,14916,6.35,2912,349,0.31,<0.003,2,<0.006,7.28,1258,<0.004,52,<0.0002,776,0.0022,0.0028,19,0.1938,45.1
Chontayacu,Suelo,Identificación de suelos,SUE-Chon21,326518,9048813,18 Sur,WGS84,1030,"Punto ubicado en una chacra localizada tras la casa del Sr. Marcial Ramos Herrera, en el caserío Nueva Unión de Santa Ana, aproximadamente a 50 m de la carretera y a 40 m del río Chontayacu, en su margen izquierda.",Simple,ECA suelo 2013,Cd,5/31/17,18144,<0.0017,<0.40,128,0.003,0.4771,1.5,1.881,2308,52.66,,3.64,3.4,2.9,<0.1,<0.01,27.7,460,,,,12881,7.12,2514,284,<0.03,<0.003,1.7,<0.006,6.59,1156,<0.004,58,<0.0002,633,0.0014,0.001,17,<0.0017,35.6
Chontayacu,Suelo,Identificación de suelos,SUE-Chon22,326721,9048973,18 Sur,WGS84,1034,"Punto ubicado en el caserío Nueva Unión de Santa Ana, en una chacra localizada aproximadamente a 10 m de la carretera y a 30 m del río Chontayacu, en su margen izquierda.",Simple,ECA suelo 2013,Cd,5/31/17,18431,<0.0017,<0.40,153,0.002,0.5513,1.36,2.289,2082,40.67,,4.97,3.9,3.2,<0.1,<0.01,21.9,510,,,,15516,8.32,3276,348,0.19,<0.003,2.24,<0.006,5.68,1546,<0.004,60,<0.0002,883,0.0037,0.0027,21,<0.0017,39.5
Chontayacu,Suelo,Identificación de suelos,SUE-Chon23,327385,9050055,18 Sur,WGS84,971,"Punto ubicado tras la casa de la Sra. Linda Medina Villanueva, en Huairuro, anexo del caserío Nueva Unión de Santa Ana, aproximadamente a 20 m de la carretera y a 30 m del río Chontayacu, en su margen izquierda.",Simple,ECA suelo 2013,Cd,5/31/17,6980,<0.0017,<0.40,98.3,<0.001,0.3762,0.995,1.927,2547,22.55,,3.88,5.1,3,<0.1,<0.01,28.4,373,,,,13214,6.43,2504,212,<0.03,<0.003,2.3,<0.006,4.21,1197,<0.004,88,0.0002,591,0.0035,0.001,18,0.2341,32.3
Chontayacu,Suelo,Identificación de suelos,SUE-Chon24,328420,9050438,18 Sur,WGS84,926,"Punto ubicado en las afueras del caserío Nueva Unión de Ají, aproximadamente a 15 m de la carretera y a 20 m del río Chontayacu, en su margen izquierda.",Simple,ECA suelo 2013,Cd,5/31/17,10012,0.0328,<0.40,92.7,<0.001,0.531,1.24,2.121,1614,32.79,,4.51,4.3,40,<0.1,<0.01,15.7,325,,,,14481,8.63,2919,319,<0.03,<0.003,2.8,<0.006,6.54,1366,<0.004,56,<0.0002,617,0.0734,0.0022,18,0.0428,39.2
Chontayacu,Suelo,Identificación de suelos,SUE-Chon25,328472,9050526,18 Sur,WGS84,914,"Punto ubicado en el caserío Nueva Unión de Ají, aproximadamente a 10 m del río El Ají, a 30 m de la carretera y a 40 m del río Chontayacu, en su margen izquierda.",Simple,ECA suelo 2013,Cd,5/31/17,11216,0.2005,<0.40,131,0.003,<0.0008,1.29,2.634,2413,43.93,,4.66,4,7,<0.1,<0.01,22.5,430,,,,17757,7.26,3563,457,<0.03,0.296,4.8,<0.006,7.38,888,<0.004,86,<0.0002,713,0.0013,<0.0002,18,<0.0017,47.9
Chontayacu,Suelo,Identificación de suelos,SUE-Chon26,328685,9050608,18 Sur,WGS84,901,"Punto ubicado tras la iglesia evangélica de Nueva Unión de Ají, aproximadamente a 50 m de la carretera y a 15 m del río Chontayacu, en su margen izquierda",Simple,ECA suelo 2013,Cd,5/31/17,9682,<0.0017,<0.40,66.9,0.003,0.0727,0.717,1.455,1288,44.24,,2.78,2.3,2.7,<0.1,<0.01,13.7,315,,,,10086,4.98,2055,306,<0.03,0.207,2.36,<0.006,6.95,533,<0.004,71,<0.0002,434,0.0005,0.0754,9.1,0.1913,30.7
Chontayacu,Suelo,Identificación de suelos,SUE-Chon27,329105,9051371,18 Sur,WGS84,864,"Punto ubicado en chacra localizada entre los caseríos Nueva Unión de Ají y el centro poblado San Antonio de Padua, aproximadamente a 50 m de la carretera y a 30 m del río Chontayacu, en su margen izquierda.",Simple,ECA suelo 2013,Cd,6/1/17,19257,<0.0017,<0.40,175,0.006,<0.0008,0.66,2.244,1280,180.6,,3.34,3.1,2.1,<0.1,<0.01,19.8,250,,,,14866,5.61,2073,530,<0.03,0.387,1,<0.006,14.5,924,<0.004,43,2.168,535,0.1814,0.0026,14,0.1306,52.1
Chontayacu,Suelo,Identificación de suelos,SUE-Chon28,330047,9051356,18 Sur,WGS84,840,"Punto ubicado en pastizal localizado aproximadamente  a 30 m en la margen derecha del río Chontayacu y a 20 m del río Puerto Alegre, en su margen izquierda. Este punto pertenece al caserío Puerto Alegre.",Simple,ECA suelo 2013,Ninguno,6/1/17,19935,<0.0017,<0.40,30.1,0.003,<0.0008,0.843,1.353,304,51.2,,1.9,2.1,35,<0.1,<0.01,5.9,137,,,,9595,3.85,772,150,0.07,0.649,21.5,<0.006,7.26,576,<0.004,44,<0.0002,106,0.0081,0.0762,8.8,0.1635,22.8
Chontayacu,Suelo,Identificación de suelos,SUE-Chon29,329717,9051371,18 Sur,WGS84,862,"Punto ubicado en una chacra localizada en la margen derecha del río Chontayacu aproximadamente a 50 m de este y a 200 m del río Puerto Alegre, en su margen izquierda. Este punto pertenece al caserío Puerto Alegre",Simple,ECA suelo 2013,Cd,6/1/17,14886,<0.0017,<0.40,87.2,<0.001,<0.0008,0.746,2.1,1419,33.96,,4.57,3.2,3.1,<0.1,<0.01,16.8,380,,,,14259,6.59,2818,289,<0.03,<0.003,2.17,<0.006,5.51,1043,<0.004,67,<0.0002,814,0.0016,0.0013,18,0.1721,35.3
Chontayacu,Suelo,Identificación de suelos,SUE-Chon30,330675,9051777,18 Sur,WGS84,843,"Punto ubicado en una chacra en el centro poblado San Antonio de Padua, aproximadamente a 150 m de la carretera y a 50 m del río Chontayacu, en su margen izquierda.",Simple,ECA suelo 2013,Cd,6/1/17,33239,<0.0017,<0.40,34.3,0.003,0.6339,0.708,1.815,48.2,38.37,,0.994,2.3,3.3,<0.1,<0.01,3.03,210,,,,11864,1.65,480,133,0.28,0.004,1.64,<0.006,4.29,448,<0.004,12,<0.0002,103,0.0059,0.0004,10,0.0941,21.1
Chontayacu,Suelo,Identificación de suelos,SUE-Chon31,331076,9052086,18 Sur,WGS84,831,"Punto ubicado en el centro poblado San Antonio de Padua, a 50 m de la carretera y a 120 m del río Chontayacu, en su margen izquierda.",Simple,ECA suelo 2013,Cd,6/1/17,40973,<0.0017,<0.40,21.9,<0.001,0.4191,0.466,1.761,366,30.37,,0.676,3,4.9,<0.1,<0.01,4.93,294,,,,12166,0.338,229,112,0.33,0.21,1.77,<0.006,5.29,369,<0.004,35,0.0003,128,0.006,0.0004,11,0.0954,15.7
Chontayacu,Suelo,Identificación de suelos,SUE-Chon32,331224,9052403,18 Sur,WGS84,833,"Punto ubicado cerca de la casa de la Sra. María Segundo Pimentel, en el centro poblado San Antonio de Padua, aproximadamente a 20 m del río San Antonio (margen izquierda), a 20 m de la carretera y a 100 m del río Chontayacu, en su margen izquierda.",Simple,ECA suelo 2013,Cd,6/1/17,14264,<0.0017,<0.40,38.4,0.004,0.3699,0.585,1.402,302,48.11,,1.55,1.5,2.7,<0.1,<0.01,5.34,169,,,,95700,3.39,1288,302,0.12,<0.003,1.51,<0.006,5.76,271,<0.004,58,<0.0002,150,0.0557,0.0742,6.2,0.1021,24.7
Chontayacu,Suelo,Identificación de suelos,SUE-Chon33,332638,9054676,18 Sur,WGS84,730,"Punto ubicado en una chacra localizada en la margen derecha del río Blanco, aproximadamente a 100 m de éste, y  a unos 200 m de la carretera y a 20 m del río Chontayacu, en su margen izquierda.",Simple,ECA suelo 2013,Cd,6/1/17,22384,<0.0017,<0.40,92.9,0.002,0.4324,0.708,2.317,542,51.65,,4.33,6.3,4.7,<0.1,<0.01,7.72,282,,,,15981,7.4,2315,297,<0.03,0.28,2.77,<0.006,6.53,1223,<0.004,35,0.0002,426,0.07,0.0038,19,<0.0017,35.4
Chontayacu,Suelo,Identificación de suelos,SUE-Chon34,332645,9054815,18 Sur,WGS84,731,"Punto ubicado en una chacra localizada la margen izquierda del río Blanco, aproximadamente a 15 m de éste, a unos 150 m de la carretera y a 60 m del río Chontayacu, en su margen izquierda.",Simple,ECA suelo 2013,Ninguno,6/1/17,16855,0.1649,<0.40,36.1,0.004,0.0038,0.634,1.197,179,50.46,,1.36,1.8,1.4,<0.1,<0.01,3.91,191,,,,8250,2.41,775,349,<0.03,0.643,0.679,<0.006,7.83,569,<0.004,37,0.5436,42.3,0.0031,0.0616,6.3,<0.0017,19.8
Chontayacu,Suelo,Identificación de suelos,SUE-Chon35,332971,9055394,18 Sur,WGS84,714,"Punto localizado en las afueras del caserío del río Blanco, aproximadamente a 30 m de la carretera y a 35 m del río Chontayacu, en su margen izquierda.",Simple,ECA suelo 2013,Cd,6/1/17,15923,<0.0017,<0.40,63.6,<0.001,<0.0008,0.836,2.021,1139,34.65,,3.79,4.5,3.6,<0.1,<0.01,13,409,,,,14012,6.31,2385,282,<0.03,0.066,2.12,<0.006,6.14,956,<0.004,75,<0.0002,680,0.087,0.0014,20,<0.0017,35
Chontayacu,Suelo,Identificación de suelos,SUE-Chon36,333204,9055572,18 Sur,WGS84,708,"Punto ubicado en un pastizal ubicado en el caserío Crisnejas, a 80 m de la carretera y 20 m del río Chontayacu, en su margen izquierda.",Simple,ECA suelo 2013,Cd,6/1/17,14701,<0.0017,<0.40,93.1,<0.001,<0.0008,0.654,2.045,1108,32.18,,4.05,4.6,4.4,<0.1,<0.01,15,320,,,,14103,6.33,2180,261,<0.03,0.06,2.49,<0.006,5.99,1126,<0.004,66,<0.0002,663,0.085,0.002,19,0.0458,32.8
Chontayacu,Suelo,Identificación de suelos,SUE-Chon37,333173,9056379,18 Sur,WGS84,714,"Punto ubicado en un pastizal localizado en las afueras del caserío Crisnejas, aproximadamente a 100 m de la carretera (en el lado izquierdo en dirección a Uchiza) y a 15 m del río Crisnejas, en su margen derecha.",Simple,ECA suelo 2013,Cd,6/1/17,12509,<0.0017,<0.40,54,0.003,<0.0008,0.53,1.458,568,39.47,,2.54,2.3,3.5,<0.1,<0.01,9.34,217,,,,10165,4.3,1657,287,<0.03,0.39,1.5,<0.006,4.7,601,<0.004,56,<0.0002,257,0.0084,0.0777,12,0.1529,27.1
Chontayacu,Suelo,Identificación de suelos,SUE-Chon38,334534,9056465,18 Sur,WGS84,696,"Punto ubicado aproximadamente a 1,2 km del puente Crisnejas, en una chacra localizada a 30 m de la carretera y a 90 m del río Chontayacu, en su margen izquierda.",Simple,ECA suelo 2013,Cd,6/1/17,23581,<0.0017,<0.40,28.3,<0.001,0.5999,0.598,1.54,533,34.37,,0.481,4,3.1,<0.1,<0.01,6.07,208,,,,9472,1.36,271,65.6,<0.03,0.497,1.29,<0.006,31.4,725,<0.004,32,<0.0002,47.2,0.0018,0.074,13,<0.0017,34.1
