Nombre de evaluación,Componente ambiental,matriz,Submatriz,Nombre del punto,Este,Norte,Zona,Datum,Altitud,Descripción de ubicación,Tipo de muestra,Norma de comparación,Parámetros que incumplen la norma,FECHA,Aceites y grasas,Aluminio,Aluminio disuelto,Amoniaco,Antimonio,Antimonio disuelto,Arsénico,Arsénico disuelto,Bario,Bario disuelto,Berilio,Berilio disuelto,Bicarbonatos,Bismuto,Bismuto disuelto,Boro,Boro disuelto,Cadmio,Cadmio disuelto,Calcio,Calcio disuelto,Carbonatos,Caudal,Cerio,Cianuro libre,Cianuro Total,Cianuro Wad,Clorofila a,Cloruros,Cobalto,Cobalto disuelto,Cobre,Cobre disuelto,Conductividad,Cromo,Cromo disuelto,Cromo Hexavalente,Cromo Hexavalente Total,Demanda Química de Oxígeno (DQO),Estaño,Estaño disuelto,Estroncio,Estroncio disuelto,Fosfatos,Fósforo,Fósforo disuelto,Hidrocarburos totales de petróleo (C10-C40),Hidrocarburos totales de petróleo (C6-C10),Hidrocarburos totales de petróleo (C6-C40),Hierro,Hierro disuelto,Litio,Litio disuelto,Magnesio,Magnesio disuelto,Manganeso,Manganeso disuelto,Mercurio,Mercurio disuelto,Mercurio Total,Molibdeno,Molibdeno disuelto,Níquel,Níquel disuelto,Nitratos (NO3-N) + Nitritos (NO2-N),Nitratos (NO3-N),Nitrógeno Amoniacal,Nitrógeno Total,Oxígeno Disuelto,pH,Plata,Plata disuelto,Plomo,Plomo disuelto,Potasio,Potasio disuelto,Potencial de hidrogeno,Potencial de Neutralización Sobek,Potencial de óxido reducción (ORP),Selenio,Selenio disuelto,Silicio,Silicio disuelto,Sodio,Sodio disuelto,Sólidos Suspendidos Totales (SST),Sólidos Disueltos Totales (SDT),Sulfato Total,Sulfatos,Sulfuro Total,Sulfuros,Talio,Talio disuelto,Temperatura,Titanio,Titanio disuelto,Uranio,Uranio disuelto,Vanadio,Vanadio disuelto,Zinc,Zinc disuelto,4-4῾DDD,4-4῾DDE,4-4῾DDT,4-4῾DDD_,4-4῾DDE_,4-4῾DDT_,Albicarb (parental),Albicarb sulfona,Albicarb sulfóxido,Aldrín,Alfa-BHC (Hexacloruro de Benceno),Beta-BHC (Hexacloruro de Benceno),Chlordane,Coliformes termotolerantes,Delta-BHC (Hexacloruro de Benceno),Dieldrin,Dimethoate,Disulfoton,Endosulfan I,Endosulfan Ii,Endosulfan Sulfate,Endrin,Endrin Aldehyde,Endrin Ketone,EPN (Ethyl p-nitrophenyl),Famphur (Famophos),Gamma-BHC (Lindano),Heptaclor,Heptaclor Epoxide,Malathion,Methoxychlor,Methyl Parathion,Nitritos (NO2-N),"O,O,O-Triethyphosphoticate",Parathion,Phorate,Sulfotep,Thionazin
Galeno,Agua,Agua superficial,Agua superficial de lagos y lagunas,LMilp3,797222,9227716,17 Sur,WGS84,3770,"Laguna Milpo, aproximadamente a 5 m al norte de la garita de control (Bravo 3) del PM El Galeno.",Simple,ECA agua 2015 y 2017,pH (2017 y 2018),16/03/2018,,0.218,0.174,,<0.00004,<0.00004,<0.00003,<0.00003,0.0053,0.0047,<0.00002,<0.00002,2,<0.00002,<0.00002,<0.002,<0.002,<0.00001,<0.00001,0.95,0.95,,,,,,,,<0.061,0.00061,0.00055,0.07613,0.0668,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.0039,0.0039,,0.031,<0.015,,,,0.1192,0.1017,<0.0001,<0.0001,0.148,0.148,0.01011,0.01011,<0.00003,<0.00003,,<0.00002,<0.00002,0.0011,<0.0002,,<0.035,,,0,,<0.000003,<0.000003,<0.0002,<0.0002,0.55,0.45,0,,,<0.0004,<0.0004,,,0.419,0.419,<2,14,,4.873,,,<0.00002,<0.00002,0,<0.0002,<0.0002,<0.000003,<0.000003,<0.0001,<0.0001,<0.01,<0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galeno,Agua,Agua superficial,Agua superficial de lagos y lagunas,LMilp4,796838,9227834,17 Sur,WGS84,3770,"Laguna Milpo, aproximadamente a 380 m al oeste de la garita de control (Bravo 3) del PM El Galeno.",Simple,ECA agua 2015 y 2017,pH (2018),16/03/2018,,0.209,0.191,,<0.00004,<0.00004,0.00038,0.00038,0.005,0.0045,<0.00002,<0.00002,2.3,<0.00002,<0.00002,<0.002,<0.002,<0.00001,<0.00001,0.39,0.61,,,,,,,,<0.061,0.00056,0.00054,0.0724,0.07032,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.003,0.003,,0.031,<0.015,,,,0.127,0.1057,<0.0001,<0.0001,0.129,0.129,0.009,0.009,<0.00003,<0.00003,,<0.00002,<0.00002,0.0008,<0.0002,,<0.035,,,0,,<0.000003,<0.000003,0.0004,0.0003,0.51,0.5,0,,,<0.0004,<0.0004,,,0.37,0.37,<2,14,,5.009,,,<0.00002,<0.00002,0,<0.0002,<0.0002,<0.000003,<0.000003,<0.0001,<0.0001,<0.01,<0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galeno,Agua,Agua superficial,Agua superficial de lagos y lagunas,LMuy1,798497,9227767,17 Sur,WGS84,3678,"Laguna Muyoc, aproximadamente a 65 m del aporte fluvial de la quebrada Muyoc.",Simple,ECA agua 2015 y 2017,P (2017 y 2018),15/03/2018,,0.05,0.025,,<0.00004,<0.00004,0.00157,0.00115,0.0064,0.0046,<0.00002,<0.00002,212.7,<0.00002,<0.00002,<0.002,<0.002,<0.00001,<0.00001,65.71,61.9,,,,,,,0.007,0.149,<0.00001,<0.00001,0.00076,0.00042,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.087,0.083,<0.004,0.08,<0.015,,,,0.4714,0.092,<0.0001,<0.0001,2.186,2.088,0.05947,0.04645,<0.00003,<0.00003,,<0.00002,<0.00002,0.0007,<0.0002,,<0.009,,0.168,0,,<0.000003,<0.000003,0.0004,<0.0002,0.41,0.31,0,,0,<0.0004,<0.0004,,,0.42,0.42,4,206,,1.075,,,<0.00002,<0.00002,0,<0.0002,<0.0002,<0.000003,<0.000003,<0.0001,<0.0001,<0.01,<0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galeno,Agua,Agua superficial,Agua superficial de lagos y lagunas,LMuy2,798648,9227497,17 Sur,WGS84,3678,"Laguna Muyoc, aproximadamente a 130 m al este de la descarga.",Simple,ECA agua 2015 y 2017,P (2017 y 2018),15/03/2018,,0.204,0.046,,<0.00004,<0.00004,0.00157,0.00114,0.0099,0.0071,<0.00002,<0.00002,209.3,<0.00002,<0.00002,<0.002,<0.002,<0.00001,<0.00001,62.82,61.54,,,,,,,0.005,0.353,<0.00001,<0.00001,0.00048,0.00039,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.0864,0.0825,<0.004,0.094,<0.015,,,,0.414,0.0763,<0.0001,<0.0001,2.258,2.206,0.06661,0.05027,<0.00003,<0.00003,,<0.00002,<0.00002,<0.0002,<0.0002,,<0.009,,0.133,0,,<0.000003,<0.000003,0.0004,<0.0002,0.54,0.43,0,,0,<0.0004,<0.0004,,,0.499,0.499,7,202,,1.186,,,<0.00002,<0.00002,0,0.0016,<0.0002,0.000304,0.00028,<0.0001,<0.0001,<0.01,<0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galeno,Agua,Agua superficial,Agua superficial de lagos y lagunas,LMuy3,798786,9227725,17 Sur,WGS84,3678,"Laguna Muyoc, aproximadamente a 350 m al noreste de la descarga.",Simple,ECA agua 2015 y 2017,P (2017),15/03/2018,,0.06,0.046,,<0.00004,<0.00004,0.00188,0.00149,0.0061,0.0047,<0.00002,<0.00002,220.8,<0.00002,<0.00002,<0.002,<0.002,<0.00001,<0.00001,67.26,62.9,,,,,,,0.003,0.238,<0.00001,<0.00001,0.00084,0.00042,0,<0.0001,<0.0001,,,,0.00062,<0.00003,0.0862,0.0831,<0.004,0.082,<0.015,,,,0.3365,0.0862,<0.0001,<0.0001,2.369,2.237,0.06308,0.04914,<0.00003,<0.00003,,<0.00002,<0.00002,<0.0002,<0.0002,,<0.009,,0.15,0,,<0.000003,<0.000003,0.0004,<0.0002,0.46,0.35,0,,0,<0.0004,<0.0004,,,0.425,0.417,<2,222,,1.142,,,<0.00002,<0.00002,0,<0.0002,<0.0002,0.000355,0.000347,<0.0001,<0.0001,0.0425,<0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galeno,Agua,Agua superficial,Agua superficial de lagos y lagunas,LMuy4,798499,9227584,17 Sur,WGS84,3678,"Laguna Muyoc, aproximadamente a 20 m al norte de la descarga.",Simple,ECA agua 2015 y 2017,P (2017 y 2018),15/03/2018,,0.072,0.035,,<0.00004,<0.00004,0.00163,0.00124,0.0103,0.0093,<0.00002,<0.00002,208.6,<0.00002,<0.00002,<0.002,<0.002,<0.00001,<0.00001,63.46,63.46,,,,,,,0.007,0.303,<0.00001,<0.00001,0.00058,0.00039,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.0879,0.0879,<0.004,0.089,<0.015,,,,0.2916,0.0573,<0.0001,<0.0001,2.187,2.187,0.13704,0.11122,<0.00003,<0.00003,,<0.00002,<0.00002,<0.0002,<0.0002,,<0.009,,0.134,0,,<0.000003,<0.000003,0.0004,<0.0002,0.48,0.44,0,,0,<0.0004,<0.0004,,,0.478,0.478,<2,196,,1.25,,,<0.00002,<0.00002,0,<0.0002,<0.0002,0.000343,0.000343,<0.0001,<0.0001,<0.01,<0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galeno,Agua,Agua superficial,Agua superficial de lagos y lagunas,LMuy5,798661,9227649,17 Sur,WGS84,3678,"Laguna Muyoc, aproximadamente a 120 m de la orilla sur (interior de la laguna).",Simple,ECA agua 2015 y 2017,Ninguno,14/03/2018,,0.037,0.015,,<0.00004,<0.00004,0.00146,0.00111,0.0072,0.0066,<0.00002,<0.00002,212.9,<0.00002,<0.00002,<0.002,<0.002,<0.00001,<0.00001,66.06,64.77,,,,,,,0.007,0.438,<0.00001,<0.00001,0.00064,<0.00003,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.0877,0.0856,<0.004,0.078,<0.015,,,,0.2619,0.0383,<0.0001,<0.0001,2.242,2.162,0.03876,0.03295,<0.00003,<0.00003,,<0.00002,<0.00002,<0.0002,<0.0002,,<0.009,,0.117,0,,<0.000003,<0.000003,0.0018,<0.0002,0.47,0.41,0,,,<0.0004,<0.0004,,,0.451,0.447,<2,222,,2.047,,,<0.00002,<0.00002,0,<0.0002,<0.0002,<0.000003,<0.000003,<0.0001,<0.0001,<0.01,<0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galeno,Agua,Agua superficial,Agua superficial de lagos y lagunas,LMuy6,798556,9227584,17 Sur,WGS84,3678,"Laguna Muyoc, aproximadamente a 60 m de la descarga (interior de la laguna).",Simple,ECA agua 2015 y 2017,Ninguno,14/03/2018,,0.036,0.023,,<0.00004,<0.00004,0.00151,0.00121,0.0089,0.0083,<0.00002,<0.00002,211.6,<0.00002,<0.00002,<0.002,<0.002,<0.00001,<0.00001,65.57,65.57,,,,,,,0.003,0.623,<0.00001,<0.00001,<0.00003,<0.00003,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.0915,0.0915,<0.004,0.067,<0.015,,,,0.2441,0.0351,<0.0001,<0.0001,2.134,2.108,0.05513,0.04739,<0.00003,<0.00003,,<0.00002,<0.00002,<0.0002,<0.0002,,<0.009,,0.181,0,,<0.000003,<0.000003,<0.0002,<0.0002,0.48,0.39,0,,,<0.0004,<0.0004,,,0.497,0.497,<2,208,,2.158,,,<0.00002,<0.00002,0,<0.0002,<0.0002,<0.000003,<0.000003,<0.0001,<0.0001,<0.01,<0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galeno,Agua,Agua superficial,Agua superficial de lagos y lagunas,LMuy7,798528,9227728,17 Sur,WGS84,3678,"Laguna Muyoc, aproximadamente a 55 m de la orilla este (interior de la laguna).",Simple,ECA agua 2015 y 2017,Ninguno,14/03/2018,,0.055,0.024,,<0.00004,<0.00004,0.00149,0.00114,0.0079,0.0069,<0.00002,<0.00002,219.3,<0.00002,<0.00002,<0.002,<0.002,<0.00001,<0.00001,66.76,64.12,,,,,,,0.006,0.335,<0.00001,<0.00001,0.00093,<0.00003,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.0891,0.0832,<0.004,0.078,<0.015,,,,0.3885,0.0665,<0.0001,<0.0001,2.199,2.091,0.04968,0.04226,<0.00003,<0.00003,,0.00045,<0.00002,<0.0002,<0.0002,,<0.009,,0.132,0,,<0.000003,<0.000003,0.0004,<0.0002,0.53,0.41,0,,,<0.0004,<0.0004,,,0.464,0.442,<2,224,,1.196,,,<0.00002,<0.00002,0,<0.0002,<0.0002,0.00032,<0.000003,<0.0001,<0.0001,<0.01,<0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galeno,Agua,Agua superficial,Agua superficial de lagos y lagunas,LRinc1,795157,9228898,17 Sur,WGS84,3862,"Laguna La Rinconada, aproximadamente a 550 m al noroeste del campamento del PM El Galeno.",Simple,ECA agua 2015 y 2017,pH (2017 y 2018),17/03/2018,,0.152,0.129,,<0.00004,<0.00004,0.00056,0.00052,0.0024,0.0024,<0.00002,<0.00002,<1.2,<0.00002,<0.00002,<0.002,<0.002,<0.00001,<0.00001,0.31,0.3,,,,,,,,<0.061,0.00041,0.00041,0.05393,0.0506,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.001,0.001,,<0.015,<0.015,,,,0.0934,0.0636,<0.0001,<0.0001,0.043,0.043,0.00257,0.00257,<0.00003,<0.00003,,<0.00002,<0.00002,<0.0002,<0.0002,,0.093,,,0,,<0.000003,<0.000003,<0.0002,<0.0002,<0.04,<0.04,0,,,<0.0004,<0.0004,,,0.146,0.146,2,7,,1.538,,,<0.00002,<0.00002,0,<0.0002,<0.0002,<0.000003,<0.000003,<0.0001,<0.0001,<0.01,<0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galeno,Agua,Agua superficial,Agua superficial de lagos y lagunas,LRinc2,794979,9228692,17 Sur,WGS84,3862,"Laguna La Rinconada, aproximadamente a 650 m al noroeste del campamento del PM El Galeno.",Simple,ECA agua 2015 y 2017,pH (2017 y 2018),17/03/2018,,0.162,0.141,,<0.00004,<0.00004,0.00053,0.0005,0.003,0.0026,<0.00002,<0.00002,<1.2,<0.00002,<0.00002,<0.002,<0.002,<0.00001,<0.00001,4.72,0.26,,,,,,,,<0.061,0.00043,0.00042,0.05338,0.05208,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.0195,0.001,,<0.015,<0.015,,,,0.1214,0.0648,<0.0001,<0.0001,0.213,0.038,0.00371,0.0025,<0.00003,<0.00003,,<0.00002,<0.00002,<0.0002,<0.0002,,0.075,,,0,,<0.000003,<0.000003,0.0004,<0.0002,<0.04,<0.04,0,,,<0.0004,<0.0004,,,<0.006,<0.006,<2,7,,1.424,,,<0.00002,<0.00002,0,<0.0002,<0.0002,<0.000003,<0.000003,<0.0001,<0.0001,<0.01,<0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galeno,Agua,Agua superficial,Agua superficial de lagos y lagunas,LRinc3,795173,9228738,17 Sur,WGS84,3862,"Laguna La Rinconada, aproximadamente a 570 m al noroeste del campamento del PM El Galeno, en el punto de control M6.",Simple,ECA agua 2015 y 2017,pH (2017 y 2018),17/03/2018,,0.222,0.132,,<0.00004,<0.00004,0.00058,0.00051,0.0028,0.0024,<0.00002,<0.00002,2.5,<0.00002,<0.00002,<0.002,<0.002,<0.00001,<0.00001,0.76,0.56,,,,,,,,<0.061,0.00041,0.00039,0.05422,0.04754,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.0018,0.0018,,<0.015,<0.015,,,,0.0899,0.0614,<0.0001,<0.0001,0.156,0.099,0.00597,0.00251,<0.00003,<0.00003,,<0.00002,<0.00002,<0.0002,<0.0002,,0.075,,,0,,<0.000003,<0.000003,<0.0002,<0.0002,<0.04,<0.04,0,,,<0.0004,<0.0004,,,0.199,0.195,<2,7,,1.5,,,<0.00002,<0.00002,0,0.0021,<0.0002,<0.000003,<0.000003,<0.0001,<0.0001,<0.01,<0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galeno,Agua,Agua superficial,Agua superficial de lagos y lagunas,LSeca1,794938,9226414,17 Sur,WGS84,3882,"Laguna Seca, aproximadamente a 20 m al sureste de la descarga de la laguna.",Simple,ECA agua 2015 y 2017,pH,20/03/2018,,0.203,0.178,,<0.00004,<0.00004,<0.00003,<0.00003,0.0025,0.0017,<0.00002,<0.00002,2.5,<0.00002,<0.00002,<0.002,<0.002,<0.00001,<0.00001,0.55,0.46,,,,,,,,0.062,<0.00001,<0.00001,0.0015,0.0015,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.0027,0.0027,,0.052,<0.015,,,,0.5699,0.282,<0.0001,<0.0001,0.109,0.109,0.00775,0.00734,<0.00003,<0.00003,,<0.00002,<0.00002,0.0006,<0.0002,,<0.009,,,0,,<0.000003,<0.000003,0.0007,<0.0002,0.17,0.12,0,,0,<0.0004,<0.0004,,,0.169,0.169,<2,4,,0.162,,,<0.00002,<0.00002,0,<0.0002,<0.0002,<0.000003,<0.000003,<0.0001,<0.0001,<0.01,<0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galeno,Agua,Agua superficial,Agua superficial de lagos y lagunas,LSeca2,794967,9226462,17 Sur,WGS84,3882,"Laguna Seca, aproximadamente a 50 m al noreste de la descarga de la laguna.",Simple,ECA agua 2015 y 2017,pH y OD,20/03/2018,,0.196,0.159,,<0.00004,<0.00004,<0.00003,<0.00003,0.0021,0.0013,<0.00002,<0.00002,2,<0.00002,<0.00002,<0.002,<0.002,<0.00001,<0.00001,0.47,0.47,,,,,,,,<0.061,<0.00001,<0.00001,0.0014,0.0014,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.0029,0.0029,,0.045,<0.015,,,,0.3964,0.264,<0.0001,<0.0001,0.117,0.117,0.00772,0.00683,<0.00003,<0.00003,,<0.00002,<0.00002,<0.0002,<0.0002,,<0.009,,,0,,<0.000003,<0.000003,0.0004,<0.0002,0.21,0.15,0,,0,<0.0004,<0.0004,,,0.113,0.462,<2,4,,0.175,,,<0.00002,<0.00002,0,<0.0002,<0.0002,<0.000003,<0.000003,<0.0001,<0.0001,<0.01,<0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galeno,Agua,Agua superficial,Agua superficial de lagos y lagunas,LYana1,796302,9226294,17 Sur,WGS84,3735,"Laguna Yanacocha, aproximadamente a 20 m de la descarga, en el caserío Chamcas.",Simple,ECA agua 2015 y 2017,pH (2017 y 2018),18/03/2018,,0.172,0.131,,<0.00004,<0.00004,0.00279,0.00116,0.0033,0.003,<0.00002,<0.00002,1.2,<0.00002,<0.00002,<0.002,<0.002,<0.00001,<0.00001,1.43,0.83,,,,,,,<0.003,<0.061,0.00051,0.0005,0.0017,0.0017,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.0064,0.0056,<0.009,0.043<0.007,<0.015,,,,1.087,0.3023,<0.0001,<0.0001,0.336,0.321,0.01929,0.01895,<0.00003,<0.00003,,<0.00002,<0.00002,0.0009,<0.0002,,<0.009,,<0.024,0,,<0.000003,<0.000003,0.0004,<0.0002,0.32,0.24,0,,,<0.0004,<0.0004,,,0.191,0.191,2,13,,5.049,,,<0.00002,<0.00002,0,<0.0002,<0.0002,<0.000003,<0.000003,<0.0001,<0.0001,<0.01,<0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galeno,Agua,Agua superficial,Agua superficial de lagos y lagunas,LYana2,796524,9226657,17 Sur,WGS84,3735,"Laguna Yanacocha, aproximadamente a 420 m al noreste de la descarga de la laguna.",Simple,ECA agua 2015 y 2017,pH,18/03/2018,,0.163,0.133,,<0.00004,<0.00004,0.00456,0.00327,0.0029,0.0025,<0.00002,<0.00002,2,<0.00002,<0.00002,<0.002,<0.002,<0.00001,<0.00001,0.88,0.85,,,,,,,<0.003,<0.061,0.00045,0.00043,0.00221,0.00191,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.0058,0.0053,<0.009,0.048<0.007,<0.015,,,,0.9501,0.6042,<0.0001,<0.0001,0.278,0.262,0.0144,0.0144,<0.00003,<0.00003,,<0.00002,<0.00002,0.0008,<0.0002,,<0.009,,0.035,0,,<0.000003,<0.000003,0.0004,<0.0002,0.26,0.2,0,,,<0.0004,<0.0004,,,0.173,0.173,<2,10,,4.043,,,<0.00002,<0.00002,0,<0.0002,<0.0002,<0.000003,<0.000003,<0.0001,<0.0001,<0.01,<0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galeno,Agua,Agua superficial,Agua superficial de lagos y lagunas,LYana3,796405,9226536,17 Sur,WGS84,3735,"Laguna Yanacocha, aproximadamente a 265 m al noreste de la descarga de la laguna.",Simple,ECA agua 2015 y 2017,pH,18/03/2018,,0.253,0.218,,<0.00004,<0.00004,0.00176,0.00092,0.0031,0.0031,<0.00002,<0.00002,<1.2,<0.00002,<0.00002,<0.002,<0.002,<0.00001,<0.00001,0.61,0.61,,,,,,,<0.003,<0.061,0.00111,0.00105,0.007,0.007,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.0042,0.0042,<0.009,<0.015,<0.015,,,,0.5106,0.1717,<0.0001,<0.0001,0.308,0.295,0.01884,0.0185,<0.00003,<0.00003,,<0.00002,<0.00002,0.001,0.001,,<0.009,,0.025,0,,<0.000003,<0.000003,<0.0002,<0.0002,0.2,0.2,0,,,<0.0004,<0.0004,,,0.177,0.177,<2,14,,4.9,,,<0.00002,<0.00002,0,<0.0002,<0.0002,<0.000003,<0.000003,<0.0001,<0.0001,<0.01,<0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galeno,Agua,Agua superficial,Agua superficial de lagos y lagunas,LYana4,796617,9226401,17 Sur,WGS84,3735,"Laguna Yanacocha, aproximadamente a 340 m al este de la descarga de la laguna, en el caserío Chamcas.",Simple,ECA agua 2015 y 2017,pH,18/03/2018,,0.16,0.098,,<0.00004,<0.00004,0.00431,0.00163,0.003,0.0025,<0.00002,<0.00002,3.3,<0.00002,<0.00002,<0.002,<0.002,<0.00001,<0.00001,0.96,0.92,,,,,,,<0.003,<0.061,0.00047,0.00047,0.0025,0.0025,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.0062,0.0058,<0.009,0.063<0.007,<0.015,,,,0.9707,0.1431,<0.0001,<0.0001,0.298,0.282,0.01478,0.01454,<0.00003,<0.00003,,<0.00002,<0.00002,0.0008,<0.0002,,<0.009,,<0.024,0,,<0.000003,<0.000003,0.0004,<0.0002,0.28,0.19,0,,,<0.0004,<0.0004,,,0.188,0.181,<2,10,,3.984,,,<0.00002,<0.00002,0,<0.0002,<0.0002,<0.000003,<0.000003,<0.0001,<0.0001,<0.01,<0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galeno,Agua,Agua superficial,Agua superficial de lagos y lagunas,LYana5,796628,9226515,17 Sur,WGS84,3735,"Laguna Yanacocha, aproximadamente a 105 m de la orilla sur (interior de la laguna).",Simple,ECA agua 2015 y 2017,pH,19/03/2018,,0.176,0.127,,<0.00004,<0.00004,0.00551,0.00315,0.0029,0.0025,<0.00002,<0.00002,<1.2,<0.00002,<0.00002,<0.002,<0.002,<0.00001,<0.00001,1.29,0.9,,,,,,,<0.003,<0.061,0.00042,0.00038,0.00225,0.00168,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.0064,0.0064,<0.009,0.058<0.007,<0.015,,,,1.011,0.5904,<0.0001,<0.0001,0.288,0.28,0.01603,0.01377,<0.00003,<0.00003,,<0.00002,<0.00002,0.0009,<0.0002,,<0.009,,0.04,0,,<0.000003,<0.000003,0.0005,<0.0002,0.29,0.18,0,,,<0.0004,<0.0004,,,0.243,0.243,<2,11,,4.118,,,<0.00002,<0.00002,0,<0.0002,<0.0002,<0.000003,<0.000003,<0.0001,<0.0001,<0.01,<0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galeno,Agua,Agua superficial,Agua superficial de lagos y lagunas,LYana6,796484,9226584,17 Sur,WGS84,3735,"Laguna Yanacocha, aproximadamente a 70 m de la orilla oeste (interior de la laguna).",Simple,ECA agua 2015 y 2017,pH,19/03/2018,,0.164,0.122,,<0.00004,<0.00004,0.00418,0.00272,0.0028,0.0023,<0.00002,<0.00002,<1.2,<0.00002,<0.00002,<0.002,<0.002,<0.00001,<0.00001,1.12,1.02,,,,,,,<0.003,<0.061,0.00045,0.00041,0.00217,0.00177,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.006,0.006,<0.009,0.059<0.007,<0.015,,,,0.8978,0.546,<0.0001,<0.0001,0.278,0.278,0.01407,0.01277,<0.00003,<0.00003,,<0.00002,<0.00002,0.0008,<0.0002,,<0.009,,<0.024,0,,<0.000003,<0.000003,0.0021,<0.0002,0.27,0.17,0,,,<0.0004,<0.0004,,,0.2,0.2,<2,10,,3.951,,,<0.00002,<0.00002,0,<0.0002,<0.0002,<0.000003,<0.000003,<0.0001,<0.0001,<0.01,<0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Galeno,Agua,Agua superficial,Agua superficial de lagos y lagunas,LYana7,796468,9226420,17 Sur,WGS84,3735,"Laguna Yanacocha, aproximadamente a 90 m de la orilla sur (interior de la laguna).",Simple,ECA agua 2015 y 2017,pH y Pb,19/03/2018,,0.203,0.127,,<0.00004,<0.00004,0.0047,0.00316,0.0043,0.0033,<0.00002,<0.00002,<1.2,<0.00002,<0.00002,<0.002,<0.002,<0.00001,<0.00001,1.3,0.99,,,,,,,<0.003,<0.061,0.00051,0.00051,0.00366,0.00173,0,<0.0001,<0.0001,,,,<0.00003,<0.00003,0.0068,0.0068,<0.009,0.043<0.007,<0.015,,,,1.018,0.5582,<0.0001,<0.0001,0.341,0.3,0.01659,0.01411,<0.00003,<0.00003,,<0.00002,<0.00002,0.0012,<0.0002,,<0.009,,<0.024,0,,<0.000003,<0.000003,0.0039,<0.0002,0.37,0.21,0,,,<0.0004,<0.0004,,,0.241,0.241,<2,10,,3.987,,,<0.00002,<0.00002,0,<0.0002,<0.0002,<0.000003,<0.000003,<0.0001,<0.0001,0.0262,0.0196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
